datetime,epoch,pod,latency,requests,action,new_latency,new_requests,reward,q_value,random
2021-11-02 20:19:01.812459,77,1,259,8,1,289,10,10,19.993392677487865,False
2021-11-02 20:19:48.981476,78,1,289,10,1,258,8,10,19.99247133338431,False
2021-11-02 20:20:35.911972,79,1,258,8,1,260,8,10,19.995044508115896,False
2021-11-02 20:21:23.022370,80,1,260,8,1,259,8,10,19.996283381086922,False
2021-11-02 20:22:10.030100,81,1,259,8,1,313,8,10,19.997212535815194,False
2021-11-02 20:22:57.211831,82,1,313,8,1,275,6,10,19.997909401861396,False
2021-11-02 20:23:44.216111,83,1,275,6,1,207,6,10,19.998432051396044,False
2021-11-02 20:24:31.192904,84,1,207,6,1,290,10,10,19.997333859044097,False
2021-11-02 20:25:18.323456,85,1,290,10,1,208,4,10,19.99556913145318,False
2021-11-02 20:26:05.353711,86,1,208,4,2,206,2,-20,-8.881352381561472,True
2021-11-02 20:26:52.543545,87,2,206,2,3,207,4,0,9.473017291755811,False
2021-11-02 20:27:39.551753,88,3,207,4,1,276,6,20,29.470777574518536,True
2021-11-02 20:28:26.346524,89,1,276,6,1,317,8,10,19.998000394283075,False
2021-11-02 20:29:14.212987,90,1,317,8,3,207,2,-20,-5.783352899738964,True
2021-11-02 20:30:01.236052,91,3,207,2,1,310,12,20,29.734281070122563,False
2021-11-02 20:30:48.682831,92,1,310,12,1,291,10,10,19.996676848589885,False
2021-11-02 20:31:35.782752,93,1,291,10,1,275,6,10,19.997838522865713,False
2021-11-02 20:32:22.885196,94,1,275,6,1,310,8,10,19.998500295712304,False
2021-11-02 20:33:09.994697,95,1,310,8,1,258,8,10,19.99887522178423,False
2021-11-02 20:33:57.097823,96,1,258,8,1,289,10,10,19.998897241608542,False
2021-11-02 20:34:44.098981,97,1,289,10,1,275,6,10,19.998643571834993,False
2021-11-02 20:35:31.077100,98,1,275,6,1,274,6,10,19.99917293120641,False
2021-11-02 20:36:17.900978,99,1,274,6,1,260,8,10,19.99937969840481,False
2021-11-02 20:37:05.092809,100,1,260,8,1,258,8,10,19.999534773803607,False
2021-11-02 20:37:52.114125,101,1,258,8,1,258,8,10,19.999651080352706,False
2021-11-02 20:38:39.310476,102,1,258,8,1,258,8,10,19.99973831026453,False
2021-11-02 20:39:27.129188,103,1,258,8,1,258,8,10,19.999803732698396,False
2021-11-02 20:40:14.248795,104,1,258,8,1,309,8,10,19.999852799523797,False
2021-11-02 20:41:01.335672,105,1,309,8,1,310,8,10,19.99988959964285,False
2021-11-02 20:41:48.411946,106,1,310,8,1,289,10,10,19.99960569278017,False
2021-11-02 20:42:35.497424,107,1,289,10,1,258,8,10,19.99922320911254,False
2021-11-02 20:43:22.569173,108,1,258,8,1,289,10,10,19.99960864866822,True
2021-11-02 20:44:09.673008,109,1,289,10,1,260,8,10,19.999513766723325,False
2021-11-02 20:44:56.671336,110,1,260,8,1,277,6,10,19.999706486501168,False
2021-11-02 20:45:43.459674,111,1,277,6,1,289,10,10,19.999731684931415,False
2021-11-02 20:46:30.470543,112,1,289,10,1,258,8,10,19.999689804594517,False
2021-11-02 20:47:17.475338,113,1,258,8,1,258,8,10,19.999798763698564,False
2021-11-02 20:48:04.485576,114,1,258,8,1,260,8,10,19.999849072773923,False
2021-11-02 20:48:51.484842,115,1,260,8,1,276,6,10,19.99988680458044,False
2021-11-02 20:49:39.714988,116,1,276,6,1,282,6,10,19.99991510343533,False
2021-11-02 20:50:26.630895,117,1,282,6,1,308,8,10,19.9999363275765,False
2021-11-02 20:51:13.824967,118,1,308,8,1,293,10,10,19.99989061493688,False
2021-11-02 20:52:00.881510,119,1,293,10,1,265,8,10,19.99981755603148,False
2021-11-02 20:52:49.060016,120,1,265,8,2,207,2,-20,-12.072421867841783,True
2021-11-02 20:53:36.143108,121,2,207,2,3,207,4,-10,7.170078913408546,False
2021-11-02 20:54:23.252149,122,3,207,4,3,310,4,10,12.43357026753064,True
2021-11-02 20:55:10.375582,123,3,310,4,2,208,4,20,11.792519728352136,True
2021-11-02 20:55:57.409498,124,2,208,4,3,206,2,-20,1.018609724234914,False
2021-11-02 20:56:44.467843,125,3,206,2,3,207,4,10,18.65035540129596,True
2021-11-02 20:57:31.478349,126,3,207,4,1,275,6,20,29.8671131887955,False
2021-11-02 20:58:19.904941,127,1,275,6,1,208,4,10,19.999917961202662,False
2021-11-02 20:59:06.920963,128,1,208,4,1,276,6,10,19.999938470901995,False
2021-11-02 20:59:54.571083,129,1,276,6,1,291,10,10,19.999923624458866,False
2021-11-02 21:00:41.544157,130,1,291,10,1,310,12,10,19.999863167023612,False
2021-11-02 21:01:28.317368,131,1,310,12,1,290,6,10,19.999912489626524,False
2021-11-02 21:02:15.240272,132,1,290,6,1,207,4,10,19.99994271834415,False
2021-11-02 21:03:02.337654,133,1,207,4,1,311,8,10,19.99995703875811,False
2021-11-02 21:03:49.552905,134,1,311,8,1,290,10,10,19.999956641785687,False
2021-11-02 21:04:36.742383,135,1,290,10,1,290,10,10,19.999934367219893,False
2021-11-02 21:05:23.534993,136,1,290,10,1,311,12,10,19.99995077541492,False
2021-11-02 21:06:10.554405,137,1,311,12,1,210,4,10,19.999964548153883,False
2021-11-02 21:06:57.560030,138,1,210,4,1,275,6,10,19.999967481339265,True
2021-11-02 21:07:44.765973,139,1,275,6,1,258,8,10,19.99997561100445,False
2021-11-02 21:08:31.707386,140,1,258,8,1,315,12,10,19.999978942540697,False
2021-11-02 21:09:18.767339,141,1,315,12,1,289,10,10,19.999973411115413,False
2021-11-02 21:10:13.350046,142,1,289,10,1,260,10,10,19.99998005833656,False
2021-11-02 21:11:00.392327,143,1,260,10,1,260,8,10,19.999984764803454,False
2021-11-02 21:11:47.435990,144,1,260,8,2,207,2,-20,-15.781558502862163,True
2021-11-02 21:12:34.535207,145,2,207,2,3,314,4,0,7.976083159316332,False
2021-11-02 21:13:21.682510,146,3,314,4,1,207,4,20,29.933551330032923,False
2021-11-02 21:14:08.832499,147,1,207,4,1,275,6,10,19.999984206905523,False
2021-11-02 21:14:55.876838,148,1,275,6,1,261,8,10,19.999988155179143,False
2021-11-02 21:15:43.139869,149,1,261,8,3,207,0,-20,-5.408288617361251,True
2021-11-02 21:16:30.350047,150,3,207,0,1,208,6,20,29.966772703811245,False
2021-11-02 21:17:18.464913,151,1,208,6,1,259,8,10,19.999991116384358,False
2021-11-02 21:18:05.567107,152,1,259,8,1,311,8,10,19.999993337288267,False
2021-11-02 21:18:52.570466,153,1,311,8,1,276,6,10,19.9999950029662,False
2021-11-02 21:19:39.614120,154,1,276,6,1,310,8,10,19.99999625222465,False
2021-11-02 21:20:27.689332,155,1,310,8,1,289,10,10,19.999994317313188,False
2021-11-02 21:21:14.792205,156,1,289,10,1,309,8,10,19.999990961730024,False
2021-11-02 21:22:01.893338,157,1,309,8,1,310,8,10,19.99999573798489,True
2021-11-02 21:22:48.947969,158,1,310,8,1,258,8,10,19.999996803488667,False
2021-11-02 21:23:36.095299,159,1,258,8,1,290,10,10,19.99999614217684,False
2021-11-02 21:24:23.184085,160,1,290,10,1,297,10,10,19.999993221297515,False
2021-11-02 21:25:10.324842,161,1,297,10,1,261,8,10,19.999995646192968,False
2021-11-02 21:25:57.424241,162,1,261,8,1,207,6,10,19.99999710663263,False
2021-11-02 21:26:44.615102,163,1,207,6,1,289,10,10,19.999997464864556,False
2021-11-02 21:27:31.716342,164,1,289,10,1,269,8,10,19.999997189312623,False
2021-11-02 21:28:18.817901,165,1,269,8,1,310,8,10,19.99999809864842,False
2021-11-02 21:29:05.883461,166,1,310,8,1,289,10,10,19.999998346652365,False
2021-11-02 21:29:52.931741,167,1,289,10,1,290,10,10,19.999997891984467,False
2021-11-02 21:30:40.907724,168,1,290,10,1,310,12,10,19.999998418988348,False
2021-11-02 21:31:28.050944,169,1,310,12,1,309,10,10,19.99999881424126,False
2021-11-02 21:32:15.268853,170,1,309,10,1,309,12,10,19.999999110680946,False
2021-11-02 21:33:02.273874,171,1,309,12,1,260,8,10,19.999999142003563,False
2021-11-02 21:33:49.366221,172,1,260,8,1,276,6,10,19.999998759989275,False
2021-11-02 21:34:36.276714,173,1,276,6,1,208,4,10,19.999999069991958,False
2021-11-02 21:35:23.383938,174,1,208,4,1,206,4,10,19.99999930249397,True
2021-11-02 21:36:10.468325,175,1,206,4,1,258,8,10,19.999999476870478,False
2021-11-02 21:36:58.184384,176,1,258,8,1,259,6,10,19.99999960765286,False
2021-11-02 21:37:45.410943,177,1,259,6,1,331,10,10,19.99999958932732,False
2021-11-02 21:38:32.412979,178,1,331,10,1,289,10,10,19.99999935650267,False
2021-11-02 21:39:19.500048,179,1,289,10,1,259,8,10,19.999999575583164,False
2021-11-02 21:40:06.928079,180,1,259,8,1,207,6,10,19.99999969199549,False
2021-11-02 21:40:55.465870,181,1,207,6,2,210,4,0,-5.896758461601999,True
2021-11-02 21:41:42.872980,182,2,210,4,3,278,2,0,11.479734755610977,False
2021-11-02 21:42:29.968672,183,3,278,2,1,207,6,20,29.983386274904497,False
2021-11-02 21:43:16.964060,184,1,207,6,1,293,10,10,19.999999739893536,False
2021-11-02 21:44:04.166787,185,1,293,10,1,283,6,10,19.99999972276497,False
2021-11-02 21:44:51.071478,186,1,283,6,1,207,4,10,19.99999980492015,False
2021-11-02 21:45:38.179834,187,1,207,4,1,275,6,10,19.999999853690113,False
2021-11-02 21:46:25.277435,188,1,275,6,1,309,12,10,19.9999998575363,False
2021-11-02 21:47:12.391780,189,1,309,12,1,290,10,10,19.999999792073726,False
2021-11-02 21:47:59.405889,190,1,290,10,1,275,6,10,19.999999860420935,False
2021-11-02 21:48:46.302714,191,1,275,6,1,308,8,10,19.99999989315222,False
2021-11-02 21:49:33.292799,192,1,308,8,1,289,10,10,19.999999911681343,False
2021-11-02 21:50:20.392921,193,1,289,10,1,258,8,10,19.999999908130803,False
2021-11-02 21:51:08.332115,194,1,258,8,1,261,8,10,19.999999933761007,False
2021-11-02 21:51:55.388262,195,1,261,8,1,309,8,10,19.999999950320756,False
2021-11-02 21:52:42.527837,196,1,309,8,1,275,6,10,19.999999962740567,False
2021-11-02 21:53:29.581411,197,1,275,6,1,260,8,10,19.999999972055427,False
2021-11-02 21:54:16.735635,198,1,260,8,1,208,6,10,19.99999997904157,False
2021-11-02 21:55:03.847259,199,1,208,6,1,277,6,10,19.999999984281175,False
2021-11-02 21:55:50.916065,200,1,277,6,1,290,10,10,19.999999969173288,False
2021-11-02 21:56:37.967528,201,1,290,10,1,290,10,10,19.999999931098102,True
2021-11-02 21:57:25.057324,202,1,290,10,1,258,8,10,19.999999957842373,False
2021-11-02 21:58:12.165360,203,1,258,8,1,291,10,10,19.99999997404724,False
2021-11-02 21:58:59.278363,204,1,291,10,1,311,8,10,19.999999972432995,False
2021-11-02 21:59:46.267472,205,1,311,8,1,291,10,10,19.999999980131868,False
2021-11-02 22:00:33.373811,206,1,291,10,1,289,10,10,19.99999997932475,False
2021-11-02 22:01:21.502946,207,1,289,10,1,290,10,10,19.999999984493563,True
2021-11-02 22:02:08.600617,208,1,290,10,1,276,6,10,19.99999998727975,True
2021-11-02 22:02:55.567775,209,1,276,6,1,310,8,10,19.999999985098903,False
2021-11-02 22:03:42.516580,210,1,310,8,3,309,4,-20,-5.208297739954501,True
2021-11-02 22:04:29.607182,211,3,309,4,1,311,12,20,29.991693134272186,False
2021-11-02 22:05:16.717755,212,1,311,12,1,275,6,10,19.9999999899146,False
2021-11-02 22:06:03.814078,213,1,275,6,1,310,8,10,19.99999998882418,False
2021-11-02 22:06:50.733315,214,1,310,8,1,310,8,10,19.999999991618132,False
2021-11-02 22:07:37.825945,215,1,310,8,1,259,8,10,19.9999999937136,False
2021-11-02 22:08:24.929932,216,1,259,8,1,297,10,10,19.99999999433545,False
2021-11-02 22:09:11.924849,217,1,297,10,1,207,4,10,19.999999993541163,False
2021-11-02 22:09:58.928136,218,1,207,4,1,260,8,10,19.999999995751587,False
2021-11-02 22:10:46.008921,219,1,260,8,1,309,8,10,19.999999996813692,False
2021-11-02 22:11:34.166350,220,1,309,8,1,311,8,10,19.999999997610267,False
2021-11-02 22:12:21.075876,221,1,311,8,1,309,8,10,19.9999999982077,False
2021-11-02 22:13:07.959788,222,1,309,8,1,296,10,10,19.99999999748914,False
2021-11-02 22:13:54.980234,223,1,296,10,1,260,8,10,19.99999999614287,False
2021-11-02 22:14:41.812479,224,1,260,8,1,309,8,10,19.999999998116856,False
2021-11-02 22:15:28.966789,225,1,309,8,1,259,8,10,19.99999999858764,False
2021-11-02 22:16:16.089607,226,1,259,8,1,258,8,10,19.99999999894073,False
2021-11-02 22:17:03.087641,227,1,258,8,1,262,8,10,19.99999999920555,False
2021-11-02 22:17:52.736110,228,1,262,8,1,208,6,10,19.99999999940416,False
2021-11-02 22:18:39.941989,229,1,208,6,1,311,12,10,19.9999999987378,False
2021-11-02 22:19:26.943131,230,1,311,12,1,310,12,10,19.999999997107153,False
2021-11-02 22:20:13.951860,231,1,310,12,1,259,8,10,19.999999998238025,False
2021-11-02 22:21:00.795954,232,1,259,8,1,258,8,10,19.99999999905335,False
2021-11-02 22:21:48.770518,233,1,258,8,1,289,10,10,19.99999999908618,False
2021-11-02 22:22:36.112016,234,1,289,10,1,292,10,10,19.99999999867852,False
2021-11-02 22:23:24.438218,235,1,292,10,1,207,6,10,19.999999999110806,False
2021-11-02 22:24:11.318605,236,1,207,6,1,207,4,10,19.99999999931464,False
2021-11-02 22:24:58.422366,237,1,207,4,1,310,8,10,19.99999999948598,False
2021-11-02 22:25:45.529435,238,1,310,8,1,289,10,10,19.99999999952069,False
2021-11-02 22:26:32.644903,239,1,289,10,1,277,6,10,19.999999999435573,False
2021-11-02 22:27:19.661247,240,1,277,6,1,309,8,10,19.999999999640515,False
2021-11-02 22:28:07.352168,241,1,309,8,1,309,8,10,19.999999999730385,False
2021-11-02 22:28:54.460943,242,1,309,8,1,207,6,10,19.999999999797787,False
2021-11-02 22:29:41.456662,243,1,207,6,1,313,12,10,19.999999999757787,False
2021-11-02 22:30:28.362075,244,1,313,12,1,289,10,10,19.99999999957668,False
2021-11-02 22:31:15.475388,245,1,289,10,1,258,8,10,19.999999999727788,False
2021-11-02 22:32:03.713220,246,1,258,8,1,258,8,10,19.999999999818343,False
2021-11-02 22:32:50.798757,247,1,258,8,1,207,6,10,19.999999999863757,False
2021-11-02 22:33:38.522801,248,1,207,6,1,278,6,10,19.999999999897817,False
2021-11-02 22:34:25.641898,249,1,278,6,1,276,6,10,19.99999999992336,False
2021-11-02 22:35:12.622589,250,1,276,6,1,290,10,10,19.999999999893628,False
2021-11-02 22:35:59.627229,251,1,290,10,1,313,8,10,19.9999999998373,True
2021-11-02 22:36:46.455487,252,1,313,8,1,313,12,10,19.999999999906137,False
2021-11-02 22:37:33.529306,253,1,313,12,1,290,10,10,19.999999999877975,False
2021-11-02 22:38:20.648586,254,1,290,10,1,295,10,10,19.999999999908482,False
2021-11-02 22:39:07.742575,255,1,295,10,1,310,8,10,19.999999999930775,False
2021-11-02 22:39:54.949329,256,1,310,8,1,311,12,10,19.999999999935763,False
2021-11-02 22:40:41.945049,257,1,311,12,1,289,10,10,19.99999999994808,True
2021-11-02 22:41:28.900487,258,1,289,10,1,206,4,10,19.999999999957982,False
2021-11-02 22:42:16.873647,259,1,206,4,1,207,4,10,19.999999999951825,False
2021-11-02 22:43:03.993320,260,1,207,4,1,290,10,10,19.999999999965407,False
2021-11-02 22:43:51.083963,261,1,290,10,1,365,14,10,19.999999999968487,False
2021-11-02 22:44:38.182132,262,1,365,14,1,486,22,10,14.999999999984244,False
2021-11-02 22:45:25.300397,263,1,486,22,1,440,14,10,8.74999999999606,False
2021-11-02 22:46:12.309753,264,1,440,14,1,517,16,-20,-2.500000000007878,False
2021-11-02 22:46:59.414894,265,1,517,16,1,516,16,-10,-5.0,False
2021-11-02 22:47:46.516895,266,1,516,16,2,292,10,20,10.0,False
2021-11-02 22:48:33.704399,267,2,292,10,1,455,20,20,12.187499999999016,False
2021-11-02 22:49:20.806350,268,1,455,20,1,469,14,10,9.37499999999803,False
2021-11-02 22:50:07.787197,269,1,469,14,2,290,10,-20,-6.953125000000246,False
2021-11-02 22:50:54.815624,270,2,290,10,1,515,16,-20,-1.406250000000492,False
2021-11-02 22:51:42.238865,271,1,515,16,2,373,14,20,15.0,False
2021-11-02 22:52:30.267196,272,2,373,14,2,384,14,10,5.0,False
2021-11-02 22:53:17.376052,273,2,384,14,2,207,4,10,10.369933688902744,False
2021-11-02 22:54:04.477237,274,2,207,4,1,485,22,20,12.343749999999508,True
2021-11-02 22:54:51.400750,275,1,485,22,1,472,14,10,9.062499999997044,False
2021-11-02 22:55:38.487398,276,1,472,14,1,470,14,10,3.124999999994091,False
2021-11-02 22:56:25.576548,277,1,470,14,1,459,20,10,8.828124999996307,False
2021-11-02 22:57:12.466696,278,1,459,20,1,518,16,-20,-1.718750000001478,False
2021-11-02 22:57:59.460371,279,1,518,16,2,310,8,20,20.58593749999988,True
2021-11-02 22:58:46.494254,280,2,310,8,1,453,20,20,16.171874999999755,True
2021-11-02 22:59:33.481955,281,1,453,20,2,362,8,-20,-5.957031250000061,False
2021-11-02 23:00:20.583398,282,2,362,8,1,453,20,20,18.08593749999988,False
2021-11-02 23:01:07.584176,283,1,453,20,3,294,10,-20,-10.0,False
2021-11-02 23:01:54.552629,284,3,294,10,1,476,14,20,12.207031249999076,False
2021-11-02 23:02:43.848829,285,1,476,14,1,413,18,10,11.621093749997229,False
2021-11-02 23:03:30.850143,286,1,413,18,1,473,14,10,13.715820312497922,False
2021-11-02 23:04:17.954990,287,1,473,14,1,531,16,-20,2.0043945312489306,False
2021-11-02 23:05:05.069402,288,1,531,16,2,260,8,20,24.814453124999908,False
2021-11-02 23:05:52.158674,289,2,260,8,1,517,16,-20,5.2465820312499165,False
2021-11-02 23:06:39.282193,290,1,517,16,1,470,14,20,8.001098632812234,True
2021-11-02 23:07:26.386616,291,1,470,14,1,486,22,10,5.572509765624096,False
2021-11-02 23:08:13.492081,292,1,486,22,1,471,14,10,5.533752441405285,False
2021-11-02 23:09:00.371401,293,1,471,14,2,454,12,-20,-10.884079077774437,True
2021-11-02 23:09:47.450414,294,2,454,12,2,313,8,10,13.054900533354116,True
2021-11-02 23:10:34.908372,295,2,313,8,3,284,6,-20,3.237790661373535,False
2021-11-02 23:11:21.891737,296,3,284,6,1,515,24,-20,4.995846567136093,False
2021-11-02 23:12:09.003167,297,1,515,24,1,471,14,20,11.393127441406024,False
2021-11-02 23:12:57.230548,298,1,471,14,1,385,14,10,9.179382324218071,True
2021-11-02 23:13:44.258745,299,1,385,14,1,468,14,10,11.884536743163554,False
2021-11-02 23:14:31.346340,300,1,468,14,1,478,20,10,12.325706481933098,False
2021-11-02 23:15:18.558063,301,1,478,20,1,513,24,-20,-4.384841918945852,False
2021-11-02 23:16:05.651539,302,1,513,24,1,512,24,-10,3.5448455810545183,False
2021-11-02 23:16:52.749267,303,1,512,24,1,470,14,20,14.853849411010533,False
2021-11-02 23:17:41.286469,304,1,470,14,1,475,14,10,14.244279861449822,False
2021-11-02 23:18:28.515442,305,1,475,14,1,413,14,10,15.683209896087368,False
2021-11-02 23:19:15.400273,306,1,413,14,1,520,16,-20,4.045218229293661,False
2021-11-02 23:20:02.501467,307,1,520,16,2,337,8,20,23.718872070312432,False
2021-11-02 23:20:49.603192,308,2,337,8,1,470,14,20,13.634595572948374,False
2021-11-02 23:21:36.914401,309,1,470,14,1,413,18,10,8.033913671970245,False
2021-11-02 23:22:23.920129,310,1,413,18,1,452,16,10,11.025435253977683,False
2021-11-02 23:23:11.739675,311,1,452,16,1,455,20,10,9.416507147252378,False
2021-11-02 23:23:58.838625,312,1,455,20,1,471,14,10,5.161705827340169,False
2021-11-02 23:24:45.914101,313,1,471,14,3,208,6,-20,-9.45301173561351,True
2021-11-02 23:25:32.778073,314,3,208,6,3,364,8,10,18.98776655097197,False
2021-11-02 23:26:19.790425,315,3,364,8,3,0,0,10,19.240824913228977,False
2021-11-02 23:27:06.849424,316,3,0,0,3,310,4,10,19.430618684921733,False
2021-11-02 23:27:53.856822,317,3,310,4,3,277,6,10,19.572964013691298,False
2021-11-02 23:28:40.758166,318,3,277,6,3,208,4,10,19.679723010268475,False
2021-11-02 23:29:27.855290,319,3,208,4,3,207,4,10,19.759792257701356,False
2021-11-02 23:30:14.965139,320,3,207,4,3,276,6,10,19.81984419327602,False
2021-11-02 23:31:02.086753,321,3,276,6,3,208,4,10,19.864883144957012,False
2021-11-02 23:31:49.181009,322,3,208,4,3,207,4,10,19.898662358717758,False
2021-11-02 23:32:36.297825,323,3,207,4,3,310,4,10,19.923996769038318,False
2021-11-02 23:33:24.415251,324,3,310,4,3,412,6,10,19.942997576778737,False
2021-11-02 23:34:11.515862,325,3,412,6,3,271,8,10,19.957248182584053,False
2021-11-02 23:34:58.621033,326,3,271,8,3,259,8,10,19.96793613693804,False
2021-11-02 23:35:45.680551,327,3,259,8,3,293,10,10,18.03572588096879,True
2021-11-02 23:36:32.830858,328,3,293,10,1,416,18,20,18.457642411812632,False
2021-11-02 23:37:19.944674,329,1,416,18,2,275,6,-20,-12.033390645650126,True
2021-11-02 23:38:06.950690,330,2,275,6,1,472,14,20,19.171424573287283,False
