datetime,epoch,pod,latency,requests,action,next_action,new_latency,new_requests,reward,q_value,random
2021-11-07 18:01:22.185432,36,1,259,8,1,1,298,10,10,17.694196770147443,False
2021-11-07 18:02:08.951129,37,1,298,10,1,1,260,8,10,18.879561061435084,False
2021-11-07 18:02:55.912038,38,1,260,8,1,1,276,6,10,18.270647577610582,False
2021-11-07 18:03:43.049034,39,1,276,6,1,1,206,10,10,18.855214054164062,False
2021-11-07 18:04:29.906336,40,1,206,10,1,1,291,10,10,19.159670796076313,False
2021-11-07 18:05:16.833587,41,1,291,10,1,1,275,6,10,19.293638911579173,False
2021-11-07 18:06:03.930514,42,1,275,6,1,1,311,8,10,19.14141054062305,False
2021-11-07 18:06:52.130396,43,1,311,8,1,1,258,8,10,19.35605790546729,False
2021-11-07 18:07:39.366716,44,1,258,8,1,1,289,10,10,19.50143868062844,False
2021-11-07 18:08:26.307171,45,1,289,10,1,1,257,8,10,19.522179125946696,False
2021-11-07 18:09:13.419199,46,1,257,8,1,1,293,6,10,19.62607901047133,False
2021-11-07 18:10:00.310830,47,1,293,6,1,1,209,6,10,19.719559257853497,False
2021-11-07 18:10:47.419712,48,1,209,6,1,1,206,6,10,19.789669443390125,False
2021-11-07 18:11:34.315840,49,1,206,6,1,1,289,10,10,19.775379503181735,False
2021-11-07 18:12:21.584218,50,1,289,10,1,1,258,8,10,19.70493443876878,False
2021-11-07 18:13:08.729461,51,1,258,8,1,1,291,12,10,19.813923361283063,False
2021-11-07 18:13:55.727662,52,1,291,12,1,1,258,8,10,19.805948059705155,False
2021-11-07 18:14:42.727843,53,1,258,8,1,1,206,6,10,19.860442520962295,False
2021-11-07 18:15:29.832927,54,1,206,6,1,1,289,10,10,19.881708275407437,False
2021-11-07 18:16:16.836585,55,1,289,10,1,1,289,10,10,19.854461044778866,False
2021-11-07 18:17:04.964458,56,1,289,10,1,1,289,10,10,19.890845783584147,False
2021-11-07 18:17:51.968744,57,1,289,10,1,1,257,8,10,19.915849960643932,False
2021-11-07 18:18:38.968754,58,1,257,8,1,1,289,10,10,19.9198166278647,False
2021-11-07 18:19:25.974102,59,1,289,10,1,1,290,10,10,19.93688747048295,False
2021-11-07 18:20:13.075662,60,1,290,10,1,1,274,6,10,19.94839789220765,False
2021-11-07 18:21:00.082379,61,1,274,6,1,1,289,10,10,19.947007786984265,False
2021-11-07 18:21:46.989632,62,1,289,10,1,1,289,10,10,19.96129841915574,False
2021-11-07 18:22:33.980856,63,1,289,10,1,1,309,12,10,19.970973814366804,False
2021-11-07 18:23:21.106413,64,1,309,12,1,1,289,10,10,19.9782303607751,False
2021-11-07 18:24:07.884541,65,1,289,10,1,1,275,6,10,19.97586712713362,False
2021-11-07 18:24:54.983427,66,1,275,6,1,3,311,8,10,12.473503893492133,True
2021-11-07 18:25:43.522613,67,1,311,8,3,2,207,2,-20,-15.0,True
2021-11-07 18:26:30.656482,68,3,207,2,2,1,258,8,20,10.0,False
2021-11-07 18:27:18.548089,69,2,258,8,1,1,206,6,20,13.118375973373034,False
2021-11-07 18:28:05.687501,70,1,206,6,1,1,289,10,10,16.23071872852947,False
2021-11-07 18:28:52.816851,71,1,289,10,1,1,207,6,10,19.045613245699176,False
2021-11-07 18:29:39.789180,72,1,207,6,1,1,271,6,10,17.1730390463971,False
2021-11-07 18:30:26.659849,73,1,271,6,1,1,275,6,10,17.879779284797827,False
2021-11-07 18:31:13.703559,74,1,275,6,1,1,289,10,10,18.701292953823707,False
2021-11-07 18:32:00.671784,75,1,289,10,1,1,309,12,10,19.28420993427438,False
2021-11-07 18:32:47.566668,76,1,309,12,1,1,289,10,10,19.463157450705786,False
2021-11-07 18:33:36.415541,77,1,289,10,1,1,261,8,10,19.40690196380882,False
2021-11-07 18:34:23.549085,78,1,261,8,1,1,277,6,10,19.02596971536778,False
2021-11-07 18:35:10.637901,79,1,277,6,1,2,275,6,10,14.51298485768389,True
2021-11-07 18:35:57.750136,80,1,275,6,2,1,207,4,-20,-6.7204060066567415,False
2021-11-07 18:36:44.839842,81,2,207,4,1,1,258,8,20,20.18743420110749,False
2021-11-07 18:37:32.987245,82,1,258,8,1,1,207,6,10,15.884738643262917,False
2021-11-07 18:38:19.986721,83,1,207,6,1,1,259,8,10,16.91355398244719,False
2021-11-07 18:39:06.988656,84,1,259,8,1,1,310,8,10,17.685165486835395,False
2021-11-07 18:39:54.043206,85,1,310,8,1,1,275,6,10,18.263874115126548,False
2021-11-07 18:40:41.121286,86,1,275,6,1,1,289,10,10,18.98366254851548,False
2021-11-07 18:41:27.969250,87,1,289,10,1,1,288,6,10,19.44936661903328,False
2021-11-07 18:42:14.794335,88,1,288,6,1,1,275,6,10,19.23774691138661,False
2021-11-07 18:43:01.987193,89,1,275,6,1,3,310,8,10,10.868873455693304,True
2021-11-07 18:43:49.102491,90,1,310,8,3,1,207,2,-20,-14.088968194050278,False
2021-11-07 18:44:36.178858,91,3,207,2,1,1,259,8,20,19.53928197582277,False
2021-11-07 18:45:23.213981,92,1,259,8,1,1,260,8,10,13.151655091769978,False
2021-11-07 18:46:10.207115,93,1,260,8,1,1,206,6,10,14.863741318827485,False
2021-11-07 18:46:57.216003,94,1,206,6,1,1,275,6,10,16.147805989120613,False
2021-11-07 18:47:45.323027,95,1,275,6,1,1,259,8,10,17.11085449184046,False
2021-11-07 18:48:32.287057,96,1,259,8,1,2,258,8,10,11.875325744256045,True
2021-11-07 18:49:19.396283,97,1,258,8,2,1,206,4,-20,-8.3133444530515,False
2021-11-07 18:50:06.854255,98,2,206,4,1,1,260,8,20,23.062548536617754,False
2021-11-07 18:50:53.947161,99,1,260,8,1,1,206,4,10,13.906494308192034,False
2021-11-07 18:51:40.895960,100,1,206,4,1,1,207,4,10,15.429870731144026,False
2021-11-07 18:52:27.591800,101,1,207,4,1,1,274,6,10,16.57240304835802,False
2021-11-07 18:53:14.559557,102,1,274,6,1,1,206,6,10,17.429302286268516,False
2021-11-07 18:54:01.462973,103,1,206,6,1,1,261,8,10,18.071976714701385,False
2021-11-07 18:54:48.297662,104,1,261,8,1,1,258,8,10,18.55398253602604,False
2021-11-07 18:55:35.241175,105,1,258,8,1,1,275,6,10,18.91548690201953,False
2021-11-07 18:56:23.261081,106,1,275,6,1,2,309,8,10,12.37940733774689,True
2021-11-07 18:57:10.287553,107,1,309,8,2,1,207,2,-20,-8.391035092371311,False
2021-11-07 18:57:58.100548,108,2,207,2,1,1,275,10,20,26.3936159230672,False
2021-11-07 18:58:45.225295,109,1,275,10,1,1,265,8,10,17.819535143953363,False
2021-11-07 18:59:34.165486,110,1,265,8,1,1,208,4,10,14.284555503310168,False
2021-11-07 19:00:21.364122,111,1,208,4,1,1,258,8,10,15.713416627482626,False
2021-11-07 19:01:08.246970,112,1,258,8,1,1,310,12,10,17.31159209972965,False
2021-11-07 19:01:55.163379,113,1,310,12,1,3,290,10,10,13.909767571976682,True
2021-11-07 19:02:43.581460,114,1,290,10,3,1,209,2,-20,-5.115179506044307,False
2021-11-07 19:03:31.016425,115,3,209,2,1,1,277,6,20,24.097539012843797,False
2021-11-07 19:04:17.925232,116,1,277,6,1,1,275,6,10,17.98369407479724,False
2021-11-07 19:05:04.902825,117,1,275,6,1,1,289,10,10,17.46928893039279,False
2021-11-07 19:05:52.030722,118,1,289,10,1,1,258,8,10,16.322206018586538,False
2021-11-07 19:06:39.134431,119,1,258,8,1,1,310,12,10,17.81519596984303,False
2021-11-07 19:07:26.059393,120,1,310,12,1,1,258,8,10,17.614902001754025,False
2021-11-07 19:08:14.256072,121,1,258,8,1,1,258,8,10,18.361396977382274,False
2021-11-07 19:09:01.145652,122,1,258,8,1,1,258,8,10,18.771047733036703,False
2021-11-07 19:09:48.110052,123,1,258,8,1,1,258,8,10,19.078285799777525,False
2021-11-07 19:10:35.156067,124,1,258,8,1,1,288,10,10,18.94286840032727,False
2021-11-07 19:11:22.130886,125,1,288,10,1,1,310,8,10,18.54316810095883,False
2021-11-07 19:12:09.051824,126,1,310,8,1,1,276,6,10,19.207151300245453,False
2021-11-07 19:12:56.354175,127,1,276,6,1,1,289,10,10,19.239367675362434,False
2021-11-07 19:13:43.344085,128,1,289,10,1,1,289,6,10,19.081425969320023,False
2021-11-07 19:14:30.454886,129,1,289,6,1,1,211,6,10,19.429525756521826,False
2021-11-07 19:15:17.754803,130,1,211,6,1,1,207,6,10,19.57214431739137,False
2021-11-07 19:16:04.934661,131,1,207,6,1,1,291,10,10,19.55642865102569,False
2021-11-07 19:16:51.958524,132,1,291,10,1,1,289,10,10,19.311069476990017,False
2021-11-07 19:17:39.246814,133,1,289,10,1,1,257,8,10,19.54464190125143,False
2021-11-07 19:18:27.493257,134,1,257,8,1,1,289,10,10,19.664374800825705,False
2021-11-07 19:19:14.571744,135,1,289,10,1,1,310,12,10,19.658481425938575,False
2021-11-07 19:20:01.483187,136,1,310,12,1,1,290,10,10,19.74386106945393,False
2021-11-07 19:20:48.389674,137,1,290,10,1,1,275,6,10,19.788024234933392,False
2021-11-07 19:21:35.485955,138,1,275,6,1,1,315,8,10,19.74828110061928,False
2021-11-07 19:22:22.590422,139,1,315,8,1,1,289,10,10,19.821146609042987,False
2021-11-07 19:23:09.702390,140,1,289,10,1,1,207,6,10,19.84929876972744,False
2021-11-07 19:23:56.729030,141,1,207,6,1,1,289,10,10,19.872897996953355,False
2021-11-07 19:24:43.799134,142,1,289,10,1,1,276,6,10,19.89287388410206,False
2021-11-07 19:25:31.294812,143,1,276,6,1,1,275,6,10,19.904673497715017,False
2021-11-07 19:26:18.294923,144,1,275,6,1,1,276,6,10,19.928505123286264,False
2021-11-07 19:27:05.294388,145,1,276,6,1,1,259,8,10,19.946378842464696,False
2021-11-07 19:27:52.191294,146,1,259,8,1,1,289,10,10,19.946407892257863,False
2021-11-07 19:28:40.334083,147,1,289,10,1,1,206,6,10,19.933038915115496,False
2021-11-07 19:29:27.319051,148,1,206,6,1,1,289,10,10,19.956463674907805,False
2021-11-07 19:30:14.340606,149,1,289,10,1,1,275,6,10,19.9556353762847,False
2021-11-07 19:31:01.427922,150,1,275,6,1,1,277,6,10,19.967347756180857,False
2021-11-07 19:31:48.530426,151,1,277,6,1,1,275,6,10,19.975510817135643,False
2021-11-07 19:32:35.428418,152,1,275,6,1,1,310,12,10,19.976664252638997,False
2021-11-07 19:33:22.436194,153,1,310,12,1,1,207,6,10,19.971983751302098,False
2021-11-07 19:34:09.326140,154,1,207,6,1,1,260,8,10,19.982498189479248,False
2021-11-07 19:34:56.534152,155,1,260,8,1,1,294,10,10,19.98424503256515,False
2021-11-07 19:35:43.585280,156,1,294,10,1,1,290,10,10,19.97898781347657,False
2021-11-07 19:36:30.587046,157,1,290,10,1,1,257,8,10,19.98555516487957,False
2021-11-07 19:37:17.431785,158,1,257,8,1,2,289,10,10,14.992122516282574,True
2021-11-07 19:38:04.292047,159,1,289,10,2,1,309,4,0,6.5984039807668,False
2021-11-07 19:38:52.262761,160,2,309,4,1,1,309,12,20,28.193196752753494,False
2021-11-07 19:39:39.358884,161,1,309,12,1,1,261,8,10,18.74080821151043,False
2021-11-07 19:40:26.166567,162,1,261,8,1,1,258,8,10,16.24409188721193,False
2021-11-07 19:41:13.168187,163,1,258,8,1,1,207,6,10,17.183068915408946,False
2021-11-07 19:42:00.221054,164,1,207,6,1,1,309,12,10,18.27673651058208,False
2021-11-07 19:42:47.261542,165,1,309,12,1,3,309,12,10,13.091609229244138,True
2021-11-07 19:43:34.270302,166,1,309,12,3,1,207,2,-20,-6.533204999811204,False
2021-11-07 19:44:21.374213,167,3,207,2,1,1,207,6,20,26.61795363406742,False
2021-11-07 19:45:08.439518,168,1,207,6,1,1,260,8,10,18.707552382936562,False
2021-11-07 19:45:55.492258,169,1,260,8,1,1,289,10,10,17.626678498779317,False
2021-11-07 19:46:42.795901,170,1,289,10,1,1,289,10,10,14.818706921933105,False
2021-11-07 19:47:29.753962,171,1,289,10,1,1,207,4,10,16.81602308566138,False
2021-11-07 19:48:16.557792,172,1,207,4,1,1,209,4,10,18.220008874084485,False
2021-11-07 19:49:10.466879,173,1,209,4,1,1,276,6,10,18.665006655563364,False
2021-11-07 19:49:57.365560,174,1,276,6,1,1,275,6,10,18.99875499167252,False
2021-11-07 19:50:44.271422,175,1,275,6,1,1,275,6,10,19.249066243754392,False
2021-11-07 19:51:31.681188,176,1,275,6,1,1,275,6,10,19.436799682815796,False
2021-11-07 19:52:18.786047,177,1,275,6,1,1,309,8,10,19.577599762111845,False
2021-11-07 19:53:05.850982,178,1,309,8,1,1,310,12,10,18.99280565247127,False
2021-11-07 19:53:52.790909,179,1,310,12,1,1,257,8,10,18.156212955948508,False
2021-11-07 19:54:39.851326,180,1,257,8,1,1,261,8,10,19.24460423935345,False
2021-11-07 19:55:26.883385,181,1,261,8,1,1,310,8,10,19.433453179515087,False
2021-11-07 19:56:14.004393,182,1,310,8,1,1,207,6,10,19.575089884636313,False
2021-11-07 19:57:00.995052,183,1,207,6,1,1,259,8,10,19.681317413477235,False
2021-11-07 19:57:48.113452,184,1,259,8,1,1,258,8,10,19.760988060107927,False
2021-11-07 19:58:34.920036,185,1,258,8,1,1,207,4,10,19.820741045080943,False
2021-11-07 19:59:22.540029,186,1,207,4,1,1,276,6,10,19.865555783810706,False
2021-11-07 20:00:09.533097,187,1,276,6,1,1,275,6,10,19.89916683785803,False
2021-11-07 20:00:56.454996,188,1,275,6,1,1,331,10,10,19.48863665791614,False
2021-11-07 20:01:43.971153,189,1,331,10,1,1,259,8,10,18.95026564245329,False
2021-11-07 20:02:30.954494,190,1,259,8,1,3,310,8,10,11.2220762804455,True
2021-11-07 20:03:17.854347,191,1,310,8,3,1,207,2,-20,-10.389995688508284,False
2021-11-07 20:04:04.809759,192,3,207,2,1,1,275,6,20,26.114495887145083,False
2021-11-07 20:04:51.749063,193,1,275,6,1,1,310,12,10,15.348604550836072,False
2021-11-07 20:05:38.594079,194,1,310,12,1,1,289,10,10,19.212699231839967,False
2021-11-07 20:06:25.385317,195,1,289,10,1,1,292,10,10,19.409524423879972,False
2021-11-07 20:07:12.349741,196,1,292,10,1,1,258,8,10,18.541913349649004,False
2021-11-07 20:07:59.459217,197,1,258,8,1,1,288,10,10,17.309780612830288,False
2021-11-07 20:08:46.310247,198,1,288,10,1,3,289,10,10,12.637655424871701,True
2021-11-07 20:09:34.471513,199,1,289,10,3,1,275,6,-20,-6.737978528119331,False
2021-11-07 20:10:21.536017,200,3,275,6,1,1,259,8,20,27.38469309678011,False
2021-11-07 20:11:08.234330,201,1,259,8,1,1,289,10,10,16.81430416263307,False
2021-11-07 20:11:54.993275,202,1,289,10,1,1,318,12,10,14.478241568653775,False
2021-11-07 20:12:41.975620,203,1,318,12,1,1,258,8,10,16.442696824985156,False
2021-11-07 20:13:28.836089,204,1,258,8,1,1,259,8,10,17.6107281219748,False
2021-11-07 20:14:15.550968,205,1,259,8,1,1,288,10,10,17.916038267233688,False
2021-11-07 20:15:02.486406,206,1,288,10,1,1,309,12,10,17.33202261873887,False
2021-11-07 20:15:49.472312,207,1,309,12,1,1,258,8,10,18.145020876177856,False
2021-11-07 20:16:36.317133,208,1,258,8,1,3,207,6,10,11.360520211489773,True
2021-11-07 20:17:23.324678,209,1,207,6,3,1,207,2,-10,-3.348824570059114,False
2021-11-07 20:18:10.337112,210,3,207,2,1,1,259,8,20,26.5324766012625,False
2021-11-07 20:18:57.154483,211,1,259,8,1,1,258,8,10,13.520390158617328,False
2021-11-07 20:19:44.956185,212,1,258,8,1,1,309,8,10,15.140292618962997,False
2021-11-07 20:20:32.197234,213,1,309,8,1,1,207,4,10,16.355219464222248,False
2021-11-07 20:21:19.301845,214,1,207,4,1,1,258,8,10,17.266414598166683,False
2021-11-07 20:22:06.199342,215,1,258,8,1,1,289,10,10,18.169462518127805,False
2021-11-07 20:22:52.892832,216,1,289,10,1,1,258,8,10,18.614876067620877,False
2021-11-07 20:23:39.790813,217,1,258,8,1,1,207,6,10,18.62709688859585,False
2021-11-07 20:24:26.817104,218,1,207,6,1,1,292,10,10,18.967267461203143,False
2021-11-07 20:25:13.706968,219,1,292,10,1,1,276,6,10,19.049254899111226,False
2021-11-07 20:26:02.131092,220,1,276,6,1,1,275,6,10,19.22545059590236,False
2021-11-07 20:26:49.328414,221,1,275,6,1,1,275,6,10,19.41908794692677,False
2021-11-07 20:27:36.129800,222,1,275,6,1,1,289,10,10,19.47185769824119,False
2021-11-07 20:28:22.975255,223,1,289,10,1,2,207,6,10,12.426868676462785,True
2021-11-07 20:29:10.030373,224,1,207,6,2,1,207,6,-10,-2.147218357997282,False
2021-11-07 20:29:57.751327,225,2,207,6,1,1,258,8,20,28.964562800937045,False
2021-11-07 20:30:44.752295,226,1,258,8,1,1,309,8,10,19.603893273680896,False
2021-11-07 20:31:31.624727,227,1,309,8,1,1,290,10,10,17.908663805956145,False
2021-11-07 20:32:19.269017,228,1,290,10,1,1,206,6,10,15.690600289720429,False
2021-11-07 20:33:06.368418,229,1,206,6,1,2,258,8,10,13.417527313478752,True
2021-11-07 20:33:53.576101,230,1,258,8,2,1,275,6,0,6.16753152123562,False
2021-11-07 20:34:40.576647,231,2,275,6,1,3,260,8,20,23.645075257953742,True
2021-11-07 20:35:27.449628,232,1,260,8,3,1,207,2,-20,-5.041293134713932,True
2021-11-07 20:36:14.580583,233,3,207,2,1,1,309,8,20,26.620620129000937,False
2021-11-07 20:37:01.786097,234,1,309,8,1,3,275,6,10,10.448440373060894,True
2021-11-07 20:37:48.891167,235,1,275,6,3,1,207,4,-20,-5.865491535106732,False
2021-11-07 20:38:35.709945,236,3,207,4,1,1,310,8,20,25.922420157765693,False
2021-11-07 20:39:22.552900,237,1,310,8,1,1,259,8,10,12.836330279795671,False
2021-11-07 20:40:10.464556,238,1,259,8,1,1,309,12,10,15.340815212327943,False
2021-11-07 20:40:57.212663,239,1,309,12,1,1,259,8,10,16.6805039479422,False
2021-11-07 20:41:44.061903,240,1,259,8,1,1,309,8,10,16.505611409245958,False
2021-11-07 20:42:31.160485,241,1,309,8,1,1,277,6,10,17.37920855693447,False
2021-11-07 20:43:18.310940,242,1,277,6,1,3,275,6,10,12.22323139469055,True
2021-11-07 20:44:05.421310,243,1,275,6,3,1,0,0,-20,-6.452140728111942,False
2021-11-07 20:44:52.417916,244,3,0,0,1,1,207,4,20,26.017017927555486,False
2021-11-07 20:45:39.423056,245,1,207,4,1,1,308,8,10,14.167423546017913,False
2021-11-07 20:46:26.246672,246,1,308,8,1,1,258,8,10,15.625567659513436,False
2021-11-07 20:47:13.322361,247,1,258,8,1,1,275,6,10,16.719175744635077,False
2021-11-07 20:48:00.171083,248,1,275,6,1,1,289,10,10,17.529713859303087,False
2021-11-07 20:48:47.284398,249,1,289,10,1,1,291,10,10,17.51037796095665,False
2021-11-07 20:49:34.279140,250,1,291,10,1,1,292,10,10,18.132783470717484,False
2021-11-07 20:50:21.949693,251,1,292,10,1,1,289,10,10,18.599587603038113,False
2021-11-07 20:51:08.677041,252,1,289,10,1,1,289,10,10,18.949690702278588,False
2021-11-07 20:51:56.127037,253,1,289,10,1,1,277,6,10,18.857273815965065,False
2021-11-07 20:52:43.054210,254,1,277,6,1,1,275,8,10,18.147285394477315,False
2021-11-07 20:53:30.060402,255,1,275,8,1,1,258,8,10,18.610464045857988,False
2021-11-07 20:54:17.193169,256,1,258,8,1,1,207,6,10,18.957848034393493,False
2021-11-07 20:55:04.373678,257,1,207,6,1,1,259,8,10,19.21838602579512,False
2021-11-07 20:55:51.430003,258,1,259,8,1,2,292,10,10,16.25879400808926,True
2021-11-07 20:56:38.480140,259,1,292,10,2,1,217,2,-20,-0.7895291951281647,False
2021-11-07 20:57:25.501582,260,2,217,2,1,1,469,14,20,26.536856082968136,False
2021-11-07 20:58:12.439638,261,1,469,14,1,1,489,22,10,14.428636907982533,False
2021-11-07 20:58:59.551324,262,1,489,22,1,1,452,20,10,5.0,False
2021-11-07 20:59:46.502394,263,1,452,20,1,1,457,20,10,8.75,False
2021-11-07 21:00:34.517142,264,1,457,20,1,1,411,12,10,12.982159226995634,False
2021-11-07 21:01:21.879635,265,1,411,12,1,1,472,22,10,15.459858260740175,True
2021-11-07 21:02:08.795624,266,1,472,22,1,1,485,22,10,14.736619420246726,False
2021-11-07 21:02:55.958824,267,1,485,22,1,1,412,12,10,16.233274275308407,False
2021-11-07 21:03:43.866144,268,1,412,12,1,1,512,16,-20,-2.2700708696299126,False
2021-11-07 21:04:30.811822,269,1,512,16,1,2,412,12,20,9.802617701217958,False
2021-11-07 21:05:17.863965,270,1,412,12,2,1,369,10,-20,-10.394764597564082,False
2021-11-07 21:06:04.761652,271,2,369,10,1,1,411,12,20,9.432482282592522,True
2021-11-07 21:06:51.873173,272,1,411,12,1,1,453,20,10,7.923283134012145,False
2021-11-07 21:07:38.882785,273,1,453,20,1,1,514,16,-20,0.567291562958693,False
2021-11-07 21:08:25.823175,274,1,514,16,1,1,436,18,20,16.882129634112015,False
2021-11-07 21:09:12.772841,275,1,436,18,1,3,453,20,10,8.961641567006073,True
2021-11-07 21:09:59.739261,276,1,453,20,3,1,207,2,-20,-3.4957455181111285,False
2021-11-07 21:10:47.602965,277,3,207,2,1,1,489,22,20,23.150331854517418,False
2021-11-07 21:11:34.444341,278,1,489,22,1,1,517,16,-20,-5.49582180999265,False
2021-11-07 21:12:21.441721,279,1,517,16,1,1,514,24,-10,3.4410648170560076,False
2021-11-07 21:13:08.705754,280,1,514,24,1,1,438,16,20,12.240410391751517,False
2021-11-07 21:13:55.714198,281,1,438,16,1,1,416,12,10,11.721231175254555,False
2021-11-07 21:14:44.404903,282,1,416,12,1,1,469,14,10,13.790923381440916,False
2021-11-07 21:15:31.349271,283,1,469,14,1,3,449,20,10,11.021525311192676,True
2021-11-07 21:16:18.148994,284,1,449,20,3,1,275,6,-20,-5.96028979542621,False
2021-11-07 21:17:05.171148,285,3,275,6,1,2,488,22,20,21.57516592725871,False
2021-11-07 21:17:52.254826,286,1,488,22,2,1,309,8,-20,-3.365785979257966,False
2021-11-07 21:18:39.364273,287,2,309,8,1,2,479,22,20,22.426981546669577,False
2021-11-07 21:19:26.153914,288,1,479,22,2,3,274,6,-20,-11.682892989628982,True
2021-11-07 21:20:13.210307,289,2,274,6,3,1,207,8,-20,-4.606208518185323,False
2021-11-07 21:21:01.179568,290,3,207,8,1,1,414,12,20,23.542964291427523,False
2021-11-07 21:21:48.186361,291,1,414,12,1,1,486,22,10,9.136807203098176,False
2021-11-07 21:22:35.290279,292,1,486,22,1,1,454,14,10,4.536290895778219,False
2021-11-07 21:23:22.190509,293,1,454,14,1,1,439,18,10,11.852605402323633,False
2021-11-07 21:24:09.119883,294,1,439,18,1,1,405,18,10,13.889454051742725,False
2021-11-07 21:24:56.158823,295,1,405,18,1,1,496,16,10,15.417090538807043,False
2021-11-07 21:25:43.100010,296,1,496,16,1,3,472,20,10,11.21847282054697,True
2021-11-07 21:26:31.631170,297,1,472,20,3,1,206,6,-20,-7.094403824856224,False
2021-11-07 21:27:18.686621,298,3,206,6,1,1,513,16,-20,2.631748349977764,False
2021-11-07 21:28:05.805916,299,1,513,16,1,1,489,22,20,12.85460513247256,False
2021-11-07 21:28:52.962516,300,1,489,22,1,3,516,16,-20,-7.731854552110891,True
2021-11-07 21:29:40.153052,301,1,516,16,3,2,277,6,20,12.5,False
2021-11-07 21:30:27.259434,302,3,277,6,2,1,361,8,20,20.606745386667395,False
2021-11-07 21:31:15.200505,303,2,361,8,1,1,519,16,-20,4.4271420564529285,False
2021-11-07 21:32:02.103829,304,1,519,16,1,1,415,12,20,19.231920771373023,False
2021-11-07 21:32:49.470177,305,1,415,12,1,1,453,20,10,8.676272772245762,True
2021-11-07 21:33:36.407971,306,1,453,20,1,1,414,12,10,3.3031409170059947,False
2021-11-07 21:34:23.416678,307,1,414,12,1,1,514,16,-20,-0.8538834210338635,False
2021-11-07 21:35:10.545125,308,1,514,16,1,1,460,20,20,20.44174561493801,False
2021-11-07 21:35:57.624188,309,1,460,20,1,1,471,14,10,6.438099603244531,False
2021-11-07 21:36:44.620207,310,1,471,14,1,1,452,20,10,6.182583190294201,False
2021-11-07 21:37:31.715531,311,1,452,20,1,1,416,12,10,9.764695599195816,False
2021-11-07 21:38:18.807987,312,1,416,12,1,1,515,16,-20,-1.7982720011183968,False
2021-11-07 21:39:06.470465,313,1,515,16,1,1,486,22,20,22.66204670726796,False
2021-11-07 21:39:53.436636,314,1,486,22,1,1,458,20,10,12.323521699396863,False
